,I2,V2,If,Vf
0,+1.000000E-06,+2.031940E-01,+1.961710E-06,-2.037480E-01
1,+1.259000E-06,+4.527860E-01,+1.934570E-06,-4.517880E-01
2,+1.585000E-06,+4.593540E-01,+2.276670E-06,-4.580560E-01
3,+1.996000E-06,+2.903620E-01,+2.699740E-06,-2.896820E-01
4,+2.513000E-06,+4.729440E-01,+3.192560E-06,-4.717220E-01
5,+3.163000E-06,+3.389200E-01,+3.833650E-06,-3.380440E-01
6,+3.983000E-06,+4.872240E-01,+4.654500E-06,-4.858300E-01
7,+5.014000E-06,+4.939880E-01,+5.698850E-06,-4.925440E-01
8,+6.313000E-06,+5.011280E-01,+6.994740E-06,-4.996160E-01
9,+7.948000E-06,+4.313720E-01,+8.626900E-06,-4.302740E-01
10,+1.001000E-05,+5.160020E-01,+1.083824E-05,-5.141520E-01
11,+1.260000E-05,+4.706900E-01,+1.329450E-05,-4.693700E-01
12,+1.586000E-05,+5.307300E-01,+1.659320E-05,-5.289100E-01
13,+1.997000E-05,+5.383980E-01,+2.077180E-05,-5.363560E-01
14,+2.514000E-05,+5.461000E-01,+2.597440E-05,-5.438600E-01
15,+3.166000E-05,+5.539460E-01,+3.242870E-05,-5.514580E-01
16,+3.986000E-05,+5.619100E-01,+4.067980E-05,-5.592040E-01
17,+5.018000E-05,+5.698940E-01,+5.100530E-05,-5.669660E-01
18,+6.318000E-05,+5.781200E-01,+6.392500E-05,-5.748340E-01
19,+7.954000E-05,+5.865620E-01,+8.017410E-05,-5.828620E-01
20,+1.001000E-04,+5.954560E-01,+1.006936E-04,-5.911140E-01
21,+1.261000E-04,+5.961640E-01,+1.265730E-04,-5.915840E-01
22,+1.587000E-04,+6.137520E-01,+1.590280E-04,-6.079860E-01
23,+1.999000E-04,+6.237200E-01,+2.001420E-04,-6.167360E-01
24,+2.516000E-04,+6.341200E-01,+2.520210E-04,-6.256320E-01
25,+3.168000E-04,+6.450880E-01,+3.171830E-04,-6.346640E-01
26,+3.989000E-04,+6.566960E-01,+3.992020E-04,-6.438260E-01
27,+5.022000E-04,+6.689840E-01,+5.024560E-04,-6.531160E-01
28,+6.322000E-04,+6.821700E-01,+6.327900E-04,-6.624920E-01
29,+7.960000E-04,+6.964520E-01,+7.964900E-04,-6.718900E-01
30,+1.002000E-03,+7.120600E-01,+1.002280E-03,-6.813440E-01
31,+1.262000E-03,+7.291560E-01,+1.261890E-03,-6.908500E-01
32,+1.589000E-03,+7.482500E-01,+1.589010E-03,-7.003560E-01
33,+2.000000E-03,+7.698420E-01,+2.000670E-03,-7.098220E-01
