,I2,V2,If,Vf
0,+1.000000E-06,+2.465780E-01,+1.469100E-06,-2.489120E-01
1,+1.259000E-06,+5.118500E-01,+1.590150E-06,-5.104020E-01
2,+1.585000E-06,+5.183140E-01,+1.921860E-06,-5.170160E-01
3,+1.996000E-06,+5.248560E-01,+2.313010E-06,-5.235060E-01
4,+2.513000E-06,+5.316060E-01,+2.821230E-06,-5.300480E-01
5,+3.163000E-06,+5.381360E-01,+3.470050E-06,-5.368700E-01
6,+3.983000E-06,+5.448480E-01,+4.285300E-06,-5.435000E-01
7,+5.014000E-06,+4.333160E-01,+5.339270E-06,-4.323360E-01
8,+6.313000E-06,+5.583800E-01,+6.597510E-06,-5.571460E-01
9,+7.948000E-06,+5.652040E-01,+8.228250E-06,-5.636360E-01
10,+1.001000E-05,+5.722240E-01,+1.031800E-05,-5.704600E-01
11,+1.260000E-05,+5.764140E-01,+1.289310E-05,-5.746560E-01
12,+1.586000E-05,+5.860140E-01,+1.616450E-05,-5.841180E-01
13,+1.997000E-05,+5.930960E-01,+2.030950E-05,-5.910500E-01
14,+2.514000E-05,+6.002260E-01,+2.552980E-05,-5.980220E-01
15,+3.166000E-05,+6.073720E-01,+3.206430E-05,-6.049960E-01
16,+3.986000E-05,+6.146700E-01,+4.024920E-05,-6.120200E-01
17,+5.018000E-05,+6.221060E-01,+5.058980E-05,-6.191420E-01
18,+6.318000E-05,+6.295720E-01,+6.359680E-05,-6.263420E-01
19,+7.954000E-05,+6.372820E-01,+7.985680E-05,-6.336340E-01
20,+1.001000E-04,+6.454860E-01,+1.004198E-04,-6.410340E-01
21,+1.261000E-04,+6.431660E-01,+1.263800E-04,-6.386760E-01
22,+1.587000E-04,+6.620800E-01,+1.589900E-04,-6.564200E-01
23,+1.999000E-04,+6.711940E-01,+2.001080E-04,-6.643540E-01
24,+2.516000E-04,+6.807500E-01,+2.519000E-04,-6.723640E-01
25,+3.168000E-04,+6.908380E-01,+3.170620E-04,-6.805500E-01
26,+3.989000E-04,+7.015300E-01,+3.990450E-04,-6.888640E-01
27,+5.022000E-04,+7.129400E-01,+5.023010E-04,-6.972720E-01
28,+6.322000E-04,+7.251960E-01,+6.327310E-04,-7.057960E-01
29,+7.960000E-04,+7.385240E-01,+7.965830E-04,-7.143580E-01
30,+1.002000E-03,+7.532380E-01,+1.002070E-03,-7.229540E-01
31,+1.262000E-03,+7.693620E-01,+1.261700E-03,-7.316060E-01
32,+1.589000E-03,+7.874440E-01,+1.588790E-03,-7.402440E-01
33,+2.000000E-03,+8.080480E-01,+2.000450E-03,-7.488700E-01
