,I2,V2,If,Vf
0,+1.000000E-06,+3.306280E-01,+1.734260E-06,-3.366180E-01
1,+1.259000E-06,+8.611480E-01,+1.978500E-06,-8.585800E-01
2,+1.585000E-06,+8.636560E-01,+2.303620E-06,-8.440620E-01
3,+1.996000E-06,+8.665540E-01,+2.651420E-06,-8.481940E-01
4,+2.513000E-06,+8.694060E-01,+3.216900E-06,-8.672540E-01
5,+3.163000E-06,+8.723500E-01,+3.828300E-06,-8.701000E-01
6,+3.983000E-06,+8.753340E-01,+4.668300E-06,-8.730960E-01
7,+5.014000E-06,+8.783660E-01,+5.722900E-06,-8.760200E-01
8,+6.313000E-06,+8.813260E-01,+6.979700E-06,-8.789340E-01
9,+7.948000E-06,+8.760020E-01,+8.616900E-06,-8.734040E-01
10,+1.001000E-05,+8.875080E-01,+1.078850E-05,-8.847220E-01
11,+1.260000E-05,+8.905400E-01,+1.331730E-05,-8.877020E-01
12,+1.586000E-05,+8.936980E-01,+1.667800E-05,-8.907060E-01
13,+1.997000E-05,+8.968920E-01,+2.085210E-05,-8.937440E-01
14,+2.514000E-05,+9.000780E-01,+2.601540E-05,-8.967740E-01
15,+3.166000E-05,+9.032580E-01,+3.262410E-05,-8.997700E-01
16,+3.986000E-05,+9.065000E-01,+4.088280E-05,-9.028140E-01
17,+5.018000E-05,+9.075280E-01,+5.116620E-05,-9.035920E-01
18,+6.318000E-05,+9.131600E-01,+6.414370E-05,-9.088840E-01
19,+7.954000E-05,+9.165860E-01,+7.960100E-05,-9.118960E-01
20,+1.001000E-04,+9.190800E-01,+9.989400E-05,-9.145140E-01
21,+1.261000E-04,+9.231280E-01,+1.261090E-04,-9.179020E-01
22,+1.587000E-04,+9.273980E-01,+1.587880E-04,-9.212040E-01
23,+1.999000E-04,+9.318640E-01,+1.998800E-04,-9.245340E-01
24,+2.516000E-04,+9.366760E-01,+2.516590E-04,-9.279260E-01
25,+3.168000E-04,+9.418700E-01,+3.169380E-04,-9.313280E-01
26,+3.989000E-04,+9.476480E-01,+3.991120E-04,-9.348120E-01
27,+5.022000E-04,+9.540860E-01,+5.027700E-04,-9.384640E-01
28,+6.322000E-04,+9.613780E-01,+6.330100E-04,-9.422040E-01
29,+7.960000E-04,+9.697780E-01,+7.967500E-04,-9.461420E-01
30,+1.002000E-03,+9.644940E-01,+1.002450E-03,-9.362740E-01
31,+1.262000E-03,+9.910760E-01,+1.262260E-03,-9.546720E-01
32,+1.589000E-03,+1.004618E+00,+1.589150E-03,-9.592280E-01
33,+2.000000E-03,+1.020686E+00,+2.000890E-03,-9.641280E-01
