,I2,V2,If,Vf
0,+1.000000E-06,+1.030212E+00,+1.432600E-06,-1.029228E+00
1,+1.259000E-06,+1.102730E+00,+1.691280E-06,-1.101696E+00
2,+1.585000E-06,+1.103578E+00,+2.007160E-06,-1.102486E+00
3,+1.996000E-06,+1.104364E+00,+2.451990E-06,-1.103226E+00
4,+2.513000E-06,+1.105214E+00,+2.939050E-06,-1.104002E+00
5,+3.163000E-06,+1.105974E+00,+3.610940E-06,-1.104692E+00
6,+3.983000E-06,+1.106752E+00,+4.421180E-06,-1.105530E+00
7,+5.014000E-06,+1.107572E+00,+5.444680E-06,-1.106330E+00
8,+6.313000E-06,+1.108532E+00,+6.738130E-06,-1.107040E+00
9,+7.948000E-06,+1.109288E+00,+8.365100E-06,-1.107894E+00
10,+1.001000E-05,+1.110404E+00,+1.046940E-05,-1.108804E+00
11,+1.260000E-05,+1.111514E+00,+1.304390E-05,-1.109878E+00
12,+1.586000E-05,+1.112842E+00,+1.633310E-05,-1.111166E+00
13,+1.997000E-05,+1.114480E+00,+2.043280E-05,-1.112642E+00
14,+2.514000E-05,+1.116510E+00,+2.561140E-05,-1.114422E+00
15,+3.166000E-05,+1.118750E+00,+3.216640E-05,-1.116528E+00
16,+3.986000E-05,+1.121380E+00,+4.033260E-05,-1.118942E+00
17,+5.018000E-05,+1.124496E+00,+5.060750E-05,-1.121754E+00
18,+6.318000E-05,+1.128020E+00,+6.354790E-05,-1.125052E+00
19,+7.954000E-05,+1.132222E+00,+7.985060E-05,-1.128958E+00
20,+1.001000E-04,+1.125394E+00,+1.000490E-04,-1.121826E+00
21,+1.261000E-04,+1.143932E+00,+1.260870E-04,-1.139706E+00
22,+1.587000E-04,+1.152294E+00,+1.586490E-04,-1.147184E+00
23,+1.999000E-04,+1.162904E+00,+1.998250E-04,-1.156798E+00
24,+2.516000E-04,+1.176406E+00,+2.516760E-04,-1.168906E+00
25,+3.168000E-04,+1.193534E+00,+3.167440E-04,-1.184158E+00
26,+3.989000E-04,+1.215038E+00,+3.988430E-04,-1.203434E+00
27,+5.022000E-04,+1.241964E+00,+5.020970E-04,-1.227534E+00
28,+6.322000E-04,+1.275798E+00,+6.322940E-04,-1.257780E+00
29,+7.960000E-04,+1.318408E+00,+7.960050E-04,-1.295900E+00
30,+1.002000E-03,+1.373012E+00,+1.002210E-03,-1.344490E+00
31,+1.262000E-03,+1.444756E+00,+1.261790E-03,-1.408502E+00
32,+1.589000E-03,+1.550560E+00,+1.588850E-03,-1.502632E+00
33,+2.000000E-03,+2.034400E+00,+2.000560E-03,-1.907582E+00
