,I2,V2,If,Vf
0,+1.000000E-06,+9.922000E-03,+2.162600E-06,-9.206000E-03
1,+1.259000E-06,+5.537600E-02,+2.485530E-06,-5.928800E-02
2,+1.585000E-06,+6.693200E-02,+2.488070E-06,-6.763800E-02
3,+1.996000E-06,+7.494400E-02,+2.205000E-06,-7.562800E-02
4,+2.513000E-06,+8.410600E-02,+3.281780E-06,-8.483800E-02
5,+3.163000E-06,+9.691800E-02,+3.875410E-06,-9.796200E-02
6,+3.983000E-06,+9.059000E-02,+4.678780E-06,-8.797000E-02
7,+5.014000E-06,+1.240740E-01,+5.626690E-06,-1.256600E-01
8,+6.313000E-06,+1.227040E-01,+6.945000E-06,-1.208820E-01
9,+7.948000E-06,+1.615860E-01,+8.340620E-06,-1.615920E-01
10,+1.001000E-05,+1.650500E-01,+1.022504E-05,-1.641560E-01
11,+1.260000E-05,+1.919960E-01,+1.295450E-05,-1.918660E-01
12,+1.586000E-05,+2.490840E-01,+1.612630E-05,-2.517140E-01
13,+1.997000E-05,+2.917400E-01,+2.012660E-05,-2.948620E-01
14,+2.514000E-05,+3.397240E-01,+2.522110E-05,-3.436760E-01
15,+3.166000E-05,+3.787100E-01,+3.150750E-05,-3.806320E-01
16,+3.986000E-05,+4.066540E-01,+3.953410E-05,-4.064860E-01
17,+5.018000E-05,+4.262660E-01,+4.967160E-05,-4.246280E-01
18,+6.318000E-05,+4.431440E-01,+6.258440E-05,-4.406420E-01
19,+7.954000E-05,+4.574180E-01,+7.863400E-05,-4.541760E-01
20,+1.001000E-04,+4.711500E-01,+9.889630E-05,-4.668500E-01
21,+1.261000E-04,+4.801020E-01,+1.241930E-04,-4.752700E-01
22,+1.587000E-04,+4.969980E-01,+1.566170E-04,-4.909940E-01
23,+1.999000E-04,+5.100800E-01,+1.976550E-04,-5.028100E-01
24,+2.516000E-04,+5.234220E-01,+2.493020E-04,-5.145540E-01
25,+3.168000E-04,+5.371000E-01,+3.143780E-04,-5.262620E-01
26,+3.989000E-04,+5.512660E-01,+3.963050E-04,-5.379260E-01
27,+5.022000E-04,+5.660420E-01,+4.993800E-04,-5.495800E-01
28,+6.322000E-04,+5.815560E-01,+6.293960E-04,-5.612560E-01
29,+7.960000E-04,+5.981660E-01,+7.936200E-04,-5.728460E-01
30,+1.002000E-03,+6.168140E-01,+9.990550E-04,-5.847740E-01
31,+1.262000E-03,+6.355400E-01,+1.258870E-03,-5.959240E-01
32,+1.589000E-03,+6.568500E-01,+1.585710E-03,-6.074560E-01
33,+2.000000E-03,+6.806840E-01,+1.996970E-03,-6.188620E-01
