,I2,V2,If,Vf
0,+1.000000E-06,+2.999260E+00,+3.171370E-07,-2.998428E+00
1,+1.259000E-06,+2.999280E+00,+1.430000E-07,-2.998412E+00
2,+1.585000E-06,+2.999500E+00,+1.532000E-07,-2.998896E+00
3,+1.996000E-06,+2.999520E+00,+1.370500E-07,-2.998918E+00
4,+2.513000E-06,+2.999320E+00,+2.549530E-07,-2.999026E+00
5,+3.163000E-06,+2.999280E+00,+3.464200E-06,-2.139532E+00
6,+3.983000E-06,+2.256640E+00,+4.280840E-06,-2.254574E+00
7,+5.014000E-06,+2.251440E+00,+5.312530E-06,-2.250276E+00
8,+6.313000E-06,+2.248440E+00,+6.634680E-06,-2.247242E+00
9,+7.948000E-06,+2.246760E+00,+8.250800E-06,-2.009846E+00
10,+1.001000E-05,+2.016588E+00,+1.031290E-05,-2.014836E+00
11,+1.260000E-05,+2.114072E+00,+1.290810E-05,-2.112498E+00
12,+1.586000E-05,+2.118432E+00,+1.616740E-05,-2.116662E+00
13,+1.997000E-05,+2.123962E+00,+2.025390E-05,-2.122012E+00
14,+2.514000E-05,+2.130314E+00,+2.545000E-05,-2.128284E+00
15,+3.166000E-05,+2.137442E+00,+3.197580E-05,-2.135336E+00
16,+3.986000E-05,+2.143772E+00,+4.018100E-05,-2.141626E+00
17,+5.018000E-05,+2.153856E+00,+5.050200E-05,-2.151276E+00
18,+6.318000E-05,+2.162952E+00,+6.345970E-05,-2.160150E+00
19,+7.954000E-05,+2.172680E+00,+7.976250E-05,-2.169568E+00
20,+1.001000E-04,+2.183242E+00,+1.001929E-04,-2.179612E+00
21,+1.261000E-04,+2.156188E+00,+1.259730E-04,-2.152764E+00
22,+1.587000E-04,+2.206700E+00,+1.586550E-04,-2.201836E+00
23,+1.999000E-04,+2.219680E+00,+1.998040E-04,-2.213738E+00
24,+2.516000E-04,+2.233000E+00,+2.514820E-04,-2.225782E+00
25,+3.168000E-04,+2.247280E+00,+3.167040E-04,-2.238346E+00
26,+3.989000E-04,+2.262540E+00,+3.986380E-04,-2.251516E+00
27,+5.022000E-04,+2.278900E+00,+5.020990E-04,-2.265260E+00
28,+6.322000E-04,+2.289760E+00,+6.321780E-04,-2.272838E+00
29,+7.960000E-04,+2.307360E+00,+7.961400E-04,-2.286052E+00
30,+1.002000E-03,+2.328114E+00,+1.001950E-03,-2.301142E+00
31,+1.262000E-03,+2.351900E+00,+1.261560E-03,-2.318208E+00
32,+1.589000E-03,+2.379620E+00,+1.588650E-03,-2.337170E+00
33,+2.000000E-03,+2.411540E+00,+2.000330E-03,-2.358060E+00
