,I2,V2,If,Vf
0,+1.000000E-06,+5.806880E-01,+2.292800E-06,-5.793320E-01
1,+1.259000E-06,+1.016222E+00,+2.288500E-06,-1.014466E+00
2,+1.585000E-06,+1.018014E+00,+2.700200E-06,-1.016226E+00
3,+1.996000E-06,+1.019908E+00,+3.110500E-06,-1.017942E+00
4,+2.513000E-06,+1.021986E+00,+3.668400E-06,-1.019906E+00
5,+3.163000E-06,+1.024016E+00,+4.345500E-06,-1.021978E+00
6,+3.983000E-06,+1.026238E+00,+5.090400E-06,-1.024104E+00
7,+5.014000E-06,+1.025456E+00,+6.132800E-06,-1.023118E+00
8,+6.313000E-06,+1.030668E+00,+7.597010E-06,-1.028480E+00
9,+7.948000E-06,+8.116560E-01,+9.019200E-06,-8.058760E-01
10,+1.001000E-05,+1.033710E+00,+1.113150E-05,-1.030978E+00
11,+1.260000E-05,+1.037786E+00,+1.375940E-05,-1.035194E+00
12,+1.586000E-05,+1.040132E+00,+1.707650E-05,-1.037432E+00
13,+1.997000E-05,+1.042452E+00,+2.125880E-05,-1.039590E+00
14,+2.514000E-05,+1.043830E+00,+2.646110E-05,-1.040600E+00
15,+3.166000E-05,+1.046924E+00,+3.309890E-05,-1.043636E+00
16,+3.986000E-05,+1.049040E+00,+4.018300E-05,-1.045530E+00
17,+5.018000E-05,+1.050498E+00,+5.049600E-05,-1.046810E+00
18,+6.318000E-05,+1.052686E+00,+6.446360E-05,-1.048686E+00
19,+7.954000E-05,+1.055324E+00,+8.081930E-05,-1.050882E+00
20,+1.001000E-04,+1.059008E+00,+1.001020E-04,-1.052744E+00
21,+1.261000E-04,+1.059408E+00,+1.262540E-04,-1.054274E+00
22,+1.587000E-04,+1.062136E+00,+1.588620E-04,-1.056058E+00
23,+1.999000E-04,+1.065022E+00,+1.999620E-04,-1.057820E+00
24,+2.516000E-04,+1.068206E+00,+2.517390E-04,-1.059610E+00
25,+3.168000E-04,+1.071760E+00,+3.169600E-04,-1.061436E+00
26,+3.989000E-04,+1.075822E+00,+3.990100E-04,-1.063318E+00
27,+5.022000E-04,+1.080530E+00,+5.030500E-04,-1.065228E+00
28,+6.322000E-04,+1.086004E+00,+6.327200E-04,-1.067150E+00
29,+7.960000E-04,+1.092362E+00,+7.964800E-04,-1.069588E+00
30,+1.002000E-03,+1.100300E+00,+1.002370E-03,-1.071924E+00
31,+1.262000E-03,+1.109734E+00,+1.261980E-03,-1.074438E+00
32,+1.589000E-03,+1.121112E+00,+1.589090E-03,-1.077204E+00
33,+2.000000E-03,+1.134980E+00,+2.000780E-03,-1.080166E+00
