,I2,V2,If,Vf
0,+1.000000E-06,+1.574700E-01,+1.650800E-06,-1.564080E-01
1,+1.259000E-06,+3.800220E-01,+1.615870E-06,-3.788360E-01
2,+1.585000E-06,+3.935200E-01,+1.955540E-06,-3.923940E-01
3,+1.996000E-06,+2.452240E-01,+2.352500E-06,-2.432320E-01
4,+2.513000E-06,+4.087200E-01,+2.873300E-06,-4.074540E-01
5,+3.163000E-06,+4.162420E-01,+3.541880E-06,-4.152500E-01
6,+3.983000E-06,+4.240100E-01,+4.354100E-06,-4.228100E-01
7,+5.014000E-06,+3.359860E-01,+5.352950E-06,-3.354320E-01
8,+6.313000E-06,+4.396780E-01,+6.640700E-06,-4.384060E-01
9,+7.948000E-06,+4.476740E-01,+8.269700E-06,-4.462520E-01
10,+1.001000E-05,+4.559520E-01,+1.041241E-05,-4.542700E-01
11,+1.260000E-05,+4.616440E-01,+1.296510E-05,-4.599800E-01
12,+1.586000E-05,+4.720740E-01,+1.623310E-05,-4.702720E-01
13,+1.997000E-05,+4.804100E-01,+2.038710E-05,-4.783960E-01
14,+2.514000E-05,+4.888040E-01,+2.562620E-05,-4.866320E-01
15,+3.166000E-05,+4.963600E-01,+3.210680E-05,-4.940980E-01
16,+3.986000E-05,+5.059080E-01,+4.037280E-05,-5.032860E-01
17,+5.018000E-05,+5.146860E-01,+5.069550E-05,-5.117700E-01
18,+6.318000E-05,+5.237420E-01,+6.359940E-05,-5.204280E-01
19,+7.954000E-05,+5.329720E-01,+7.993660E-05,-5.293060E-01
20,+1.001000E-04,+5.424300E-01,+1.008545E-04,-5.382460E-01
21,+1.261000E-04,+5.454520E-01,+1.264860E-04,-5.406740E-01
22,+1.587000E-04,+5.627260E-01,+1.590930E-04,-5.568820E-01
23,+1.999000E-04,+5.735100E-01,+2.002970E-04,-5.664600E-01
24,+2.516000E-04,+5.848200E-01,+2.519580E-04,-5.762220E-01
25,+3.168000E-04,+5.967000E-01,+3.170700E-04,-5.861500E-01
26,+3.989000E-04,+6.091760E-01,+3.992140E-04,-5.962080E-01
27,+5.022000E-04,+6.224400E-01,+5.025400E-04,-6.063540E-01
28,+6.322000E-04,+6.365700E-01,+6.330000E-04,-6.166220E-01
29,+7.960000E-04,+6.517160E-01,+7.966600E-04,-6.269160E-01
30,+1.002000E-03,+6.682980E-01,+1.002520E-03,-6.372400E-01
31,+1.262000E-03,+6.863480E-01,+1.262070E-03,-6.475860E-01
32,+1.589000E-03,+7.064340E-01,+1.589120E-03,-6.579160E-01
33,+2.000000E-03,+7.289960E-01,+2.000870E-03,-6.682600E-01
