,I2,V2,If,Vf
0,+1.000000E-06,+1.398780E-01,+1.473000E-06,-1.396360E-01
1,+1.259000E-06,+3.531060E-01,+1.600490E-06,-3.518380E-01
2,+1.585000E-06,+3.612080E-01,+1.897320E-06,-3.597720E-01
3,+1.996000E-06,+3.688640E-01,+2.331520E-06,-3.676300E-01
4,+2.513000E-06,+3.764180E-01,+2.813020E-06,-3.753880E-01
5,+3.163000E-06,+3.845440E-01,+3.464000E-06,-3.834340E-01
6,+3.983000E-06,+3.925980E-01,+4.271300E-06,-3.913840E-01
7,+5.014000E-06,+4.008520E-01,+5.297530E-06,-3.994220E-01
8,+6.313000E-06,+4.092000E-01,+6.595700E-06,-4.076660E-01
9,+7.948000E-06,+4.170580E-01,+8.267280E-06,-4.156780E-01
10,+1.001000E-05,+4.255500E-01,+1.037020E-05,-4.240140E-01
11,+1.260000E-05,+4.317520E-01,+1.297450E-05,-4.301840E-01
12,+1.586000E-05,+4.423280E-01,+1.624020E-05,-4.405900E-01
13,+1.997000E-05,+4.509460E-01,+2.037700E-05,-4.490180E-01
14,+2.514000E-05,+4.595900E-01,+2.560550E-05,-4.575520E-01
15,+3.166000E-05,+4.684260E-01,+3.206850E-05,-4.661100E-01
16,+3.986000E-05,+4.774400E-01,+4.025390E-05,-4.748380E-01
17,+5.018000E-05,+4.865520E-01,+5.056740E-05,-4.837120E-01
18,+6.318000E-05,+4.955360E-01,+6.354950E-05,-4.925120E-01
19,+7.954000E-05,+5.055720E-01,+7.989940E-05,-5.019420E-01
20,+1.001000E-04,+5.154000E-01,+1.003924E-04,-5.112940E-01
21,+1.261000E-04,+5.191380E-01,+1.262950E-04,-5.148460E-01
22,+1.587000E-04,+5.363820E-01,+1.590130E-04,-5.307840E-01
23,+1.999000E-04,+5.476400E-01,+2.000080E-04,-5.407880E-01
24,+2.516000E-04,+5.593920E-01,+2.518800E-04,-5.510040E-01
25,+3.168000E-04,+5.717120E-01,+3.170900E-04,-5.613680E-01
26,+3.989000E-04,+5.846760E-01,+3.989010E-04,-5.718460E-01
27,+5.022000E-04,+5.983740E-01,+5.023020E-04,-5.824820E-01
28,+6.322000E-04,+6.129800E-01,+6.326450E-04,-5.931180E-01
29,+7.960000E-04,+6.286420E-01,+7.964100E-04,-6.038820E-01
30,+1.002000E-03,+6.456620E-01,+1.002070E-03,-6.146280E-01
31,+1.262000E-03,+6.641480E-01,+1.261710E-03,-6.254300E-01
32,+1.589000E-03,+6.846920E-01,+1.588770E-03,-6.362240E-01
33,+2.000000E-03,+7.077540E-01,+2.000410E-03,-6.469840E-01
