,I2,V2,If,Vf
0,+1.000000E-06,+2.637240E-01,+1.673750E-06,-2.630720E-01
1,+1.259000E-06,+7.221400E-01,+1.929270E-06,-7.202240E-01
2,+1.585000E-06,+3.533620E-01,+2.273980E-06,-3.607020E-01
3,+1.996000E-06,+7.309080E-01,+2.661470E-06,-7.286840E-01
4,+2.513000E-06,+7.354540E-01,+3.173470E-06,-7.336420E-01
5,+3.163000E-06,+7.306720E-01,+3.839020E-06,-7.282760E-01
6,+3.983000E-06,+7.359480E-01,+4.631900E-06,-7.336080E-01
7,+5.014000E-06,+7.488040E-01,+5.644300E-06,-7.466000E-01
8,+6.313000E-06,+7.533460E-01,+6.971200E-06,-7.510120E-01
9,+7.948000E-06,+7.519440E-01,+8.617680E-06,-7.494500E-01
10,+1.001000E-05,+7.626760E-01,+1.072060E-05,-7.543900E-01
11,+1.260000E-05,+7.625420E-01,+1.331390E-05,-7.596200E-01
12,+1.586000E-05,+7.720620E-01,+1.675740E-05,-7.691720E-01
13,+1.997000E-05,+7.733600E-01,+2.088340E-05,-7.701560E-01
14,+2.514000E-05,+7.815500E-01,+2.520700E-05,-7.782900E-01
15,+3.166000E-05,+7.839520E-01,+3.254950E-05,-7.804060E-01
16,+3.986000E-05,+7.910680E-01,+4.079050E-05,-7.873640E-01
17,+5.018000E-05,+7.959220E-01,+5.104980E-05,-7.918260E-01
18,+6.318000E-05,+8.007640E-01,+6.322200E-05,-7.963960E-01
19,+7.954000E-05,+8.047920E-01,+8.034050E-05,-8.002300E-01
20,+1.001000E-04,+7.674580E-01,+1.007502E-04,-7.647820E-01
21,+1.261000E-04,+7.796220E-01,+1.259280E-04,-7.756680E-01
22,+1.587000E-04,+8.211400E-01,+1.586860E-04,-8.148780E-01
23,+1.999000E-04,+8.272080E-01,+1.997800E-04,-8.198020E-01
24,+2.516000E-04,+8.336020E-01,+2.514740E-04,-8.247360E-01
25,+3.168000E-04,+8.404540E-01,+3.166320E-04,-8.297520E-01
26,+3.989000E-04,+8.316460E-01,+3.990890E-04,-8.197460E-01
27,+5.022000E-04,+8.559960E-01,+5.024960E-04,-8.401040E-01
28,+6.322000E-04,+8.550560E-01,+6.328600E-04,-8.364940E-01
29,+7.960000E-04,+8.679240E-01,+7.962420E-04,-8.447640E-01
30,+1.002000E-03,+8.865480E-01,+1.002270E-03,-8.565020E-01
31,+1.262000E-03,+8.967480E-01,+1.261970E-03,-8.604620E-01
32,+1.589000E-03,+9.145160E-01,+1.588700E-03,-8.680960E-01
33,+2.000000E-03,+9.312240E-01,+2.000800E-03,-8.742140E-01
