,I2,V2,If,Vf
0,+1.000000E-06,+3.859200E-02,+1.603300E-06,-4.091000E-02
1,+1.259000E-06,+6.587400E-02,+1.942630E-06,-6.791800E-02
2,+1.585000E-06,+7.618400E-02,+2.279210E-06,-7.676400E-02
3,+1.996000E-06,+8.536800E-02,+2.653000E-06,-8.599800E-02
4,+2.513000E-06,+9.658000E-02,+3.136520E-06,-9.677200E-02
5,+3.163000E-06,+9.571000E-02,+3.815370E-06,-9.555600E-02
6,+3.983000E-06,+1.088500E-01,+4.606500E-06,-1.091540E-01
7,+5.014000E-06,+1.358620E-01,+5.608700E-06,-1.369180E-01
8,+6.313000E-06,+1.536780E-01,+6.895200E-06,-1.549480E-01
9,+7.948000E-06,+1.745620E-01,+8.529200E-06,-1.768600E-01
10,+1.001000E-05,+2.016840E-01,+1.058780E-05,-2.048980E-01
11,+1.260000E-05,+2.356040E-01,+1.307510E-05,-2.405960E-01
12,+1.586000E-05,+2.800960E-01,+1.628090E-05,-2.885700E-01
13,+1.997000E-05,+3.315020E-01,+2.038680E-05,-3.398240E-01
14,+2.514000E-05,+3.739540E-01,+2.549900E-05,-3.775080E-01
15,+3.166000E-05,+4.013520E-01,+3.194150E-05,-4.014920E-01
16,+3.986000E-05,+4.204000E-01,+4.008540E-05,-4.190620E-01
17,+5.018000E-05,+4.358460E-01,+5.041430E-05,-4.335260E-01
18,+6.318000E-05,+4.493500E-01,+6.333220E-05,-4.464260E-01
19,+7.954000E-05,+4.621220E-01,+7.953400E-05,-4.585280E-01
20,+1.001000E-04,+4.743820E-01,+1.000322E-04,-4.702640E-01
21,+1.261000E-04,+4.835880E-01,+1.256400E-04,-4.790960E-01
22,+1.587000E-04,+4.990440E-01,+1.581950E-04,-4.932360E-01
23,+1.999000E-04,+5.117380E-01,+1.993590E-04,-5.046420E-01
24,+2.516000E-04,+5.247720E-01,+2.511320E-04,-5.160460E-01
25,+3.168000E-04,+5.382120E-01,+3.162990E-04,-5.275080E-01
26,+3.989000E-04,+5.522060E-01,+3.982270E-04,-5.389880E-01
27,+5.022000E-04,+5.668360E-01,+5.015110E-04,-5.505200E-01
28,+6.322000E-04,+5.823380E-01,+6.317560E-04,-5.620460E-01
29,+7.960000E-04,+5.987020E-01,+7.954700E-04,-5.735860E-01
30,+1.002000E-03,+6.167220E-01,+1.001470E-03,-5.850680E-01
31,+1.262000E-03,+6.359620E-01,+1.261040E-03,-5.965460E-01
32,+1.589000E-03,+6.572360E-01,+1.588080E-03,-6.080120E-01
33,+2.000000E-03,+6.810760E-01,+1.999610E-03,-6.193840E-01
