,I2,V2,If,Vf
0,+1.000000E-06,+5.292400E-02,+1.595040E-06,-5.444800E-02
1,+1.259000E-06,+1.184240E-01,+1.959800E-06,-1.178840E-01
2,+1.585000E-06,+3.190280E-01,+2.209100E-06,-3.169440E-01
3,+1.996000E-06,+3.273300E-01,+2.623600E-06,-3.255060E-01
4,+2.513000E-06,+3.360000E-01,+3.141300E-06,-3.339520E-01
5,+3.163000E-06,+3.445160E-01,+3.807100E-06,-3.424340E-01
6,+3.983000E-06,+3.475980E-01,+4.615480E-06,-3.455980E-01
7,+5.014000E-06,+3.612080E-01,+5.680200E-06,-3.591740E-01
8,+6.313000E-06,+3.698100E-01,+6.896200E-06,-3.676420E-01
9,+7.948000E-06,+3.781700E-01,+8.677170E-06,-3.762180E-01
10,+1.001000E-05,+3.842960E-01,+1.071500E-05,-3.816240E-01
11,+1.260000E-05,+3.959960E-01,+1.324010E-05,-3.934280E-01
12,+1.586000E-05,+4.049400E-01,+1.661320E-05,-4.022320E-01
13,+1.997000E-05,+4.139800E-01,+2.079970E-05,-4.111300E-01
14,+2.514000E-05,+4.232020E-01,+2.594330E-05,-4.201200E-01
15,+3.166000E-05,+4.324820E-01,+3.242230E-05,-4.291160E-01
16,+3.986000E-05,+4.418660E-01,+4.059160E-05,-4.382600E-01
17,+5.018000E-05,+4.514080E-01,+5.083770E-05,-4.475840E-01
18,+6.318000E-05,+4.612200E-01,+6.374230E-05,-4.571360E-01
19,+7.954000E-05,+4.709240E-01,+8.000580E-05,-4.665920E-01
20,+1.001000E-04,+4.816740E-01,+9.981800E-05,-4.766840E-01
21,+1.261000E-04,+4.923520E-01,+1.258870E-04,-4.868200E-01
22,+1.587000E-04,+5.037160E-01,+1.584740E-04,-4.971900E-01
23,+1.999000E-04,+5.155880E-01,+1.997040E-04,-5.077880E-01
24,+2.516000E-04,+5.279220E-01,+2.514880E-04,-5.185760E-01
25,+3.168000E-04,+5.408140E-01,+3.167730E-04,-5.294840E-01
26,+3.989000E-04,+5.544080E-01,+3.988820E-04,-5.406220E-01
27,+5.022000E-04,+5.687020E-01,+5.024400E-04,-5.518020E-01
28,+6.322000E-04,+5.839280E-01,+6.328260E-04,-5.630420E-01
29,+7.960000E-04,+6.001380E-01,+7.965700E-04,-5.743540E-01
30,+1.002000E-03,+6.178800E-01,+1.002630E-03,-5.856760E-01
31,+1.262000E-03,+6.370060E-01,+1.262210E-03,-5.970400E-01
32,+1.589000E-03,+6.581900E-01,+1.589260E-03,-6.083200E-01
33,+2.000000E-03,+6.819100E-01,+2.000960E-03,-6.196220E-01
