,I2,V2,If,Vf
0,+1.000000E-06,+1.531480E-01,+1.593320E-06,-1.612760E-01
1,+1.259000E-06,+3.847380E-01,+1.629320E-06,-3.836880E-01
2,+1.585000E-06,+3.922020E-01,+1.969830E-06,-3.912000E-01
3,+1.996000E-06,+3.998800E-01,+2.338130E-06,-3.987860E-01
4,+2.513000E-06,+4.074980E-01,+2.859790E-06,-4.063280E-01
5,+3.163000E-06,+4.152300E-01,+3.497500E-06,-4.140780E-01
6,+3.983000E-06,+4.229880E-01,+4.328880E-06,-4.217780E-01
7,+5.014000E-06,+4.313560E-01,+5.338260E-06,-4.295300E-01
8,+6.313000E-06,+4.387280E-01,+6.641630E-06,-4.373260E-01
9,+7.948000E-06,+4.466400E-01,+8.308100E-06,-4.452020E-01
10,+1.001000E-05,+4.548960E-01,+1.044630E-05,-4.532200E-01
11,+1.260000E-05,+4.628680E-01,+1.301510E-05,-4.611880E-01
12,+1.586000E-05,+4.711180E-01,+1.628150E-05,-4.691920E-01
13,+1.997000E-05,+4.794120E-01,+2.044350E-05,-4.773860E-01
14,+2.514000E-05,+4.866180E-01,+2.560840E-05,-4.844960E-01
15,+3.166000E-05,+4.962720E-01,+3.217170E-05,-4.938820E-01
16,+3.986000E-05,+5.049440E-01,+4.029490E-05,-5.022440E-01
17,+5.018000E-05,+5.137600E-01,+5.063160E-05,-5.107740E-01
18,+6.318000E-05,+5.227340E-01,+6.360940E-05,-5.194640E-01
19,+7.954000E-05,+5.319620E-01,+7.992040E-05,-5.283060E-01
20,+1.001000E-04,+5.414780E-01,+1.004345E-04,-5.373340E-01
21,+1.261000E-04,+5.439040E-01,+1.263910E-04,-5.395800E-01
22,+1.587000E-04,+5.616420E-01,+1.589820E-04,-5.559560E-01
23,+1.999000E-04,+5.724960E-01,+2.000110E-04,-5.655800E-01
24,+2.516000E-04,+5.837880E-01,+2.519470E-04,-5.753640E-01
25,+3.168000E-04,+5.956720E-01,+3.171010E-04,-5.852900E-01
26,+3.989000E-04,+6.082080E-01,+3.991370E-04,-5.953640E-01
27,+5.022000E-04,+6.214820E-01,+5.024280E-04,-6.055320E-01
28,+6.322000E-04,+6.356520E-01,+6.327250E-04,-6.158100E-01
29,+7.960000E-04,+6.508220E-01,+7.964400E-04,-6.261260E-01
30,+1.002000E-03,+6.673860E-01,+1.002090E-03,-6.364700E-01
31,+1.262000E-03,+6.854580E-01,+1.261750E-03,-6.468280E-01
32,+1.589000E-03,+7.055220E-01,+1.588810E-03,-6.572060E-01
33,+2.000000E-03,+7.281160E-01,+2.000520E-03,-6.675440E-01
