,I2,V2,If,Vf
0,+1.000000E-06,+1.584760E-01,+1.971200E-06,-1.562020E-01
1,+1.259000E-06,+3.909840E-01,+2.024970E-06,-3.892920E-01
2,+1.585000E-06,+3.978300E-01,+2.289760E-06,-3.963920E-01
3,+1.996000E-06,+4.046540E-01,+2.729710E-06,-4.034620E-01
4,+2.513000E-06,+4.117940E-01,+3.297620E-06,-4.106560E-01
5,+3.163000E-06,+2.910840E-01,+3.942500E-06,-2.908020E-01
6,+3.983000E-06,+4.264560E-01,+4.743700E-06,-4.251500E-01
7,+5.014000E-06,+4.340140E-01,+5.741400E-06,-4.326460E-01
8,+6.313000E-06,+4.416900E-01,+7.033400E-06,-4.401960E-01
9,+7.948000E-06,+4.461160E-01,+8.716000E-06,-4.444960E-01
10,+1.001000E-05,+4.033620E-01,+1.079060E-05,-4.015880E-01
11,+1.260000E-05,+4.653800E-01,+1.343480E-05,-4.637720E-01
12,+1.586000E-05,+4.734780E-01,+1.668070E-05,-4.715900E-01
13,+1.997000E-05,+4.817200E-01,+2.077020E-05,-4.796980E-01
14,+2.514000E-05,+4.901060E-01,+2.574400E-05,-4.878780E-01
15,+3.166000E-05,+4.975500E-01,+3.245360E-05,-4.951800E-01
16,+3.986000E-05,+5.070620E-01,+4.065010E-05,-5.044340E-01
17,+5.018000E-05,+5.152860E-01,+5.088880E-05,-5.124740E-01
18,+6.318000E-05,+5.247920E-01,+6.396650E-05,-5.215540E-01
19,+7.954000E-05,+5.339240E-01,+8.027060E-05,-5.302760E-01
20,+1.001000E-04,+5.436200E-01,+1.005540E-04,-5.393840E-01
21,+1.261000E-04,+5.532480E-01,+1.264410E-04,-5.484360E-01
22,+1.587000E-04,+5.634680E-01,+1.590110E-04,-5.578540E-01
23,+1.999000E-04,+5.742880E-01,+2.001820E-04,-5.674140E-01
24,+2.516000E-04,+5.855820E-01,+2.519910E-04,-5.771720E-01
25,+3.168000E-04,+5.974400E-01,+3.170790E-04,-5.870680E-01
26,+3.989000E-04,+6.099260E-01,+3.990130E-04,-5.971160E-01
27,+5.022000E-04,+6.231320E-01,+5.024430E-04,-6.072800E-01
28,+6.322000E-04,+6.372680E-01,+6.326050E-04,-6.176560E-01
29,+7.960000E-04,+6.524220E-01,+7.959630E-04,-6.278020E-01
30,+1.002000E-03,+6.689220E-01,+1.002150E-03,-6.380960E-01
31,+1.262000E-03,+6.869220E-01,+1.261800E-03,-6.484480E-01
32,+1.589000E-03,+7.069700E-01,+1.588880E-03,-6.587880E-01
33,+2.000000E-03,+7.295280E-01,+2.000560E-03,-6.690780E-01
