,I2,V2,If,Vf
0,+1.000000E-06,+6.505600E-02,+1.813700E-06,-6.011000E-02
1,+1.259000E-06,+3.114600E-01,+2.010600E-06,-3.097600E-01
2,+1.585000E-06,+3.195220E-01,+2.285400E-06,-3.176040E-01
3,+1.996000E-06,+3.279220E-01,+2.736000E-06,-3.259700E-01
4,+2.513000E-06,+2.030360E-01,+3.237970E-06,-2.025540E-01
5,+3.163000E-06,+3.444320E-01,+3.871400E-06,-3.425780E-01
6,+3.983000E-06,+3.529920E-01,+4.693200E-06,-3.508080E-01
7,+5.014000E-06,+3.611860E-01,+5.762200E-06,-3.591780E-01
8,+6.313000E-06,+3.697380E-01,+6.992800E-06,-3.675760E-01
9,+7.948000E-06,+3.782540E-01,+8.663200E-06,-3.760920E-01
10,+1.001000E-05,+3.873060E-01,+1.077250E-05,-3.848640E-01
11,+1.260000E-05,+3.959560E-01,+1.333690E-05,-3.934280E-01
12,+1.586000E-05,+4.047980E-01,+1.664540E-05,-4.021960E-01
13,+1.997000E-05,+4.139060E-01,+2.079680E-05,-4.111840E-01
14,+2.514000E-05,+4.217860E-01,+2.600380E-05,-4.188040E-01
15,+3.166000E-05,+4.322860E-01,+3.255710E-05,-4.291400E-01
16,+3.986000E-05,+4.416380E-01,+4.077360E-05,-4.383220E-01
17,+5.018000E-05,+4.513620E-01,+5.097170E-05,-4.476180E-01
18,+6.318000E-05,+4.611100E-01,+6.395550E-05,-4.571240E-01
19,+7.954000E-05,+4.711800E-01,+8.011460E-05,-4.667680E-01
20,+1.001000E-04,+4.812380E-01,+1.006118E-04,-4.765820E-01
21,+1.261000E-04,+4.865400E-01,+1.260710E-04,-4.818480E-01
22,+1.587000E-04,+5.036240E-01,+1.588310E-04,-4.971840E-01
23,+1.999000E-04,+5.154540E-01,+1.998380E-04,-5.077940E-01
24,+2.516000E-04,+5.278120E-01,+2.516550E-04,-5.186040E-01
25,+3.168000E-04,+5.407600E-01,+3.167930E-04,-5.294960E-01
26,+3.989000E-04,+5.542480E-01,+3.990200E-04,-5.405820E-01
27,+5.022000E-04,+5.685280E-01,+5.024250E-04,-5.517500E-01
28,+6.322000E-04,+5.838400E-01,+6.327500E-04,-5.630160E-01
29,+7.960000E-04,+6.000820E-01,+7.965100E-04,-5.743320E-01
30,+1.002000E-03,+6.178320E-01,+1.002600E-03,-5.856740E-01
31,+1.262000E-03,+6.368960E-01,+1.262250E-03,-5.970140E-01
32,+1.589000E-03,+6.580980E-01,+1.589230E-03,-6.083380E-01
33,+2.000000E-03,+6.818400E-01,+2.000930E-03,-6.196420E-01
