,I2,V2,If,Vf
0,+1.000000E-06,+1.020960E+00,+1.494250E-06,-1.021078E+00
1,+1.259000E-06,+1.101540E+00,+1.726730E-06,-1.100446E+00
2,+1.585000E-06,+1.102480E+00,+2.045310E-06,-1.101274E+00
3,+1.996000E-06,+1.045608E+00,+2.458450E-06,-1.044416E+00
4,+2.513000E-06,+1.103966E+00,+2.984280E-06,-1.102740E+00
5,+3.163000E-06,+1.052964E+00,+3.642310E-06,-1.051310E+00
6,+3.983000E-06,+1.105538E+00,+4.458540E-06,-1.104278E+00
7,+5.014000E-06,+1.106368E+00,+5.516200E-06,-1.105018E+00
8,+6.313000E-06,+1.107184E+00,+6.823380E-06,-1.105814E+00
9,+7.948000E-06,+1.108036E+00,+8.452800E-06,-1.106630E+00
10,+1.001000E-05,+1.109130E+00,+1.056190E-05,-1.107478E+00
11,+1.260000E-05,+1.110140E+00,+1.307420E-05,-1.108418E+00
12,+1.586000E-05,+1.111428E+00,+1.633720E-05,-1.109534E+00
13,+1.997000E-05,+1.112886E+00,+2.051910E-05,-1.110882E+00
14,+2.514000E-05,+1.114638E+00,+2.565370E-05,-1.112446E+00
15,+3.166000E-05,+1.116700E+00,+3.217400E-05,-1.114310E+00
16,+3.986000E-05,+1.118994E+00,+4.036020E-05,-1.116444E+00
17,+5.018000E-05,+1.121722E+00,+5.063870E-05,-1.118948E+00
18,+6.318000E-05,+1.124866E+00,+6.358420E-05,-1.121812E+00
19,+7.954000E-05,+1.128430E+00,+7.990870E-05,-1.125110E+00
20,+1.001000E-04,+1.132916E+00,+1.003839E-04,-1.129086E+00
21,+1.261000E-04,+1.127154E+00,+1.259640E-04,-1.122896E+00
22,+1.587000E-04,+1.145032E+00,+1.586460E-04,-1.139900E+00
23,+1.999000E-04,+1.153680E+00,+1.997520E-04,-1.147438E+00
24,+2.516000E-04,+1.164720E+00,+2.515050E-04,-1.157102E+00
25,+3.168000E-04,+1.178822E+00,+3.168140E-04,-1.169450E+00
26,+3.989000E-04,+1.196738E+00,+3.988150E-04,-1.185144E+00
27,+5.022000E-04,+1.219300E+00,+5.021310E-04,-1.204918E+00
28,+6.322000E-04,+1.247626E+00,+6.323200E-04,-1.229702E+00
29,+7.960000E-04,+1.283050E+00,+7.960250E-04,-1.260628E+00
30,+1.002000E-03,+1.327756E+00,+1.002230E-03,-1.299452E+00
31,+1.262000E-03,+1.384596E+00,+1.261830E-03,-1.348914E+00
32,+1.589000E-03,+1.458590E+00,+1.588950E-03,-1.413256E+00
33,+2.000000E-03,+1.562356E+00,+2.000550E-03,-1.503080E+00
