,I2,V2,If,Vf
0,+1.000000E-06,+7.507520E-01,+1.363420E-06,-7.478720E-01
1,+1.259000E-06,+1.045804E+00,+1.479220E-06,-1.044576E+00
2,+1.585000E-06,+1.047374E+00,+1.780610E-06,-1.046240E+00
3,+1.996000E-06,+1.048938E+00,+2.188750E-06,-1.047872E+00
4,+2.513000E-06,+1.050574E+00,+2.699560E-06,-1.049486E+00
5,+3.163000E-06,+8.537320E-01,+3.366110E-06,-8.546980E-01
6,+3.983000E-06,+8.692840E-01,+4.177060E-06,-8.697100E-01
7,+5.014000E-06,+1.055362E+00,+5.212500E-06,-1.054156E+00
8,+6.313000E-06,+1.056912E+00,+6.503400E-06,-1.055664E+00
9,+7.948000E-06,+1.058444E+00,+8.138600E-06,-1.057136E+00
10,+1.001000E-05,+1.060112E+00,+1.028306E-05,-1.058538E+00
11,+1.260000E-05,+1.061602E+00,+1.286540E-05,-1.060000E+00
12,+1.586000E-05,+1.063158E+00,+1.613560E-05,-1.061426E+00
13,+1.997000E-05,+1.064734E+00,+2.026990E-05,-1.062874E+00
14,+2.514000E-05,+1.064990E+00,+2.542570E-05,-1.063080E+00
15,+3.166000E-05,+1.067918E+00,+3.193490E-05,-1.065710E+00
16,+3.986000E-05,+1.068688E+00,+4.011870E-05,-1.066374E+00
17,+5.018000E-05,+1.071244E+00,+5.045750E-05,-1.068594E+00
18,+6.318000E-05,+1.073006E+00,+6.326300E-05,-1.070076E+00
19,+7.954000E-05,+1.074402E+00,+7.980900E-05,-1.071238E+00
20,+1.001000E-04,+1.076694E+00,+1.003310E-04,-1.073034E+00
21,+1.261000E-04,+1.078806E+00,+1.261560E-04,-1.074676E+00
22,+1.587000E-04,+1.081380E+00,+1.588050E-04,-1.076368E+00
23,+1.999000E-04,+1.084232E+00,+1.999190E-04,-1.078110E+00
24,+2.516000E-04,+1.087434E+00,+2.517150E-04,-1.079944E+00
25,+3.168000E-04,+1.091086E+00,+3.170200E-04,-1.081888E+00
26,+3.989000E-04,+1.095286E+00,+3.990310E-04,-1.083924E+00
27,+5.022000E-04,+1.100156E+00,+5.022250E-04,-1.086050E+00
28,+6.322000E-04,+1.105816E+00,+6.325830E-04,-1.088292E+00
29,+7.960000E-04,+1.112444E+00,+7.962300E-04,-1.090616E+00
30,+1.002000E-03,+1.120490E+00,+1.002030E-03,-1.093028E+00
31,+1.262000E-03,+1.129862E+00,+1.261650E-03,-1.095578E+00
32,+1.589000E-03,+1.141178E+00,+1.588700E-03,-1.098282E+00
33,+2.000000E-03,+1.154934E+00,+2.000390E-03,-1.101202E+00
