,I2,V2,If,Vf
0,+1.000000E-06,+3.123800E-02,+1.873200E-06,-3.128600E-02
1,+1.259000E-06,+7.834600E-02,+2.041470E-06,-8.234000E-02
2,+1.585000E-06,+9.455400E-02,+2.588710E-06,-6.202000E-02
3,+1.996000E-06,+1.090820E-01,+2.682920E-06,-1.111040E-01
4,+2.513000E-06,+1.235700E-01,+3.163300E-06,-1.239240E-01
5,+3.163000E-06,+1.363160E-01,+3.811850E-06,-1.369100E-01
6,+3.983000E-06,+1.237240E-01,+4.686200E-06,-1.231780E-01
7,+5.014000E-06,+1.677320E-01,+5.673900E-06,-1.696280E-01
8,+6.313000E-06,+1.913380E-01,+6.883400E-06,-1.945940E-01
9,+7.948000E-06,+2.222760E-01,+8.432900E-06,-2.281060E-01
10,+1.001000E-05,+2.630940E-01,+1.048370E-05,-2.703580E-01
11,+1.260000E-05,+3.041400E-01,+1.297270E-05,-3.100820E-01
12,+1.586000E-05,+3.421800E-01,+1.609230E-05,-3.447420E-01
13,+1.997000E-05,+3.711180E-01,+2.014830E-05,-3.716020E-01
14,+2.514000E-05,+3.930440E-01,+2.531950E-05,-3.923440E-01
15,+3.166000E-05,+4.097580E-01,+3.176000E-05,-4.081220E-01
16,+3.986000E-05,+4.259580E-01,+3.988280E-05,-4.235560E-01
17,+5.018000E-05,+4.393640E-01,+5.001300E-05,-4.363880E-01
18,+6.318000E-05,+4.517580E-01,+6.286700E-05,-4.484180E-01
19,+7.954000E-05,+4.632540E-01,+7.896130E-05,-4.597340E-01
20,+1.001000E-04,+4.704580E-01,+9.939020E-05,-4.661960E-01
21,+1.261000E-04,+4.838280E-01,+1.246860E-04,-4.786520E-01
22,+1.587000E-04,+4.998100E-01,+1.572080E-04,-4.935340E-01
23,+1.999000E-04,+5.122980E-01,+1.981190E-04,-5.047680E-01
24,+2.516000E-04,+5.251540E-01,+2.498340E-04,-5.160420E-01
25,+3.168000E-04,+5.384660E-01,+3.148920E-04,-5.273700E-01
26,+3.989000E-04,+5.523440E-01,+3.966740E-04,-5.387600E-01
27,+5.022000E-04,+5.668740E-01,+4.998330E-04,-5.502220E-01
28,+6.322000E-04,+5.823240E-01,+6.298140E-04,-5.617320E-01
29,+7.960000E-04,+5.987140E-01,+7.941700E-04,-5.731900E-01
30,+1.002000E-03,+6.167920E-01,+9.993850E-04,-5.846600E-01
31,+1.262000E-03,+6.366080E-01,+1.259540E-03,-5.965060E-01
32,+1.589000E-03,+6.572880E-01,+1.586140E-03,-6.075200E-01
33,+2.000000E-03,+6.810600E-01,+1.997410E-03,-6.189280E-01
