,I2,V2,If,Vf
0,+1.000000E-06,+2.562440E-01,+1.166000E-06,-2.520440E-01
1,+1.259000E-06,+6.814740E-01,+1.902920E-06,-6.799000E-01
2,+1.585000E-06,+6.978260E-01,+2.232000E-06,-6.962060E-01
3,+1.996000E-06,+7.026180E-01,+2.631400E-06,-7.006900E-01
4,+2.513000E-06,+7.073300E-01,+3.174900E-06,-7.053780E-01
5,+3.163000E-06,+7.122220E-01,+3.790600E-06,-7.101400E-01
6,+3.983000E-06,+7.170220E-01,+4.642300E-06,-7.147920E-01
7,+5.014000E-06,+7.219260E-01,+5.688400E-06,-7.197180E-01
8,+6.313000E-06,+7.267760E-01,+6.960000E-06,-7.245500E-01
9,+7.948000E-06,+7.316760E-01,+8.266000E-06,-7.300440E-01
10,+1.001000E-05,+7.316940E-01,+1.144780E-05,-7.287980E-01
11,+1.260000E-05,+7.423160E-01,+1.398880E-05,-7.393860E-01
12,+1.586000E-05,+7.472340E-01,+1.725620E-05,-7.442840E-01
13,+1.997000E-05,+7.488660E-01,+2.141380E-05,-7.456180E-01
14,+2.514000E-05,+7.574240E-01,+2.559100E-05,-7.540100E-01
15,+3.166000E-05,+7.602220E-01,+3.320980E-05,-7.565760E-01
16,+3.986000E-05,+7.676200E-01,+4.139030E-05,-7.637600E-01
17,+5.018000E-05,+7.727380E-01,+5.168690E-05,-7.686260E-01
18,+6.318000E-05,+7.769020E-01,+6.458410E-05,-7.725240E-01
19,+7.954000E-05,+7.832480E-01,+7.980700E-05,-7.784840E-01
20,+1.001000E-04,+7.877320E-01,+1.002410E-04,-7.828520E-01
21,+1.261000E-04,+7.938900E-01,+1.271600E-04,-7.881800E-01
22,+1.587000E-04,+8.001060E-01,+1.598800E-04,-7.935340E-01
23,+1.999000E-04,+8.066160E-01,+2.008400E-04,-7.988480E-01
24,+2.516000E-04,+8.134880E-01,+2.517180E-04,-8.042440E-01
25,+3.168000E-04,+8.207640E-01,+3.178900E-04,-8.096900E-01
26,+3.989000E-04,+8.286220E-01,+4.000200E-04,-8.152420E-01
27,+5.022000E-04,+8.371480E-01,+5.032700E-04,-8.209080E-01
28,+6.322000E-04,+8.465260E-01,+6.334800E-04,-8.266260E-01
29,+7.960000E-04,+8.569560E-01,+7.971100E-04,-8.324960E-01
30,+1.002000E-03,+8.688540E-01,+1.002990E-03,-8.384480E-01
31,+1.262000E-03,+8.822060E-01,+1.262500E-03,-8.444780E-01
32,+1.589000E-03,+8.975860E-01,+1.589570E-03,-8.505800E-01
33,+2.000000E-03,+9.153540E-01,+2.001330E-03,-8.568320E-01
