,I2,V2,If,Vf
0,+1.000000E-06,+2.268960E-01,+1.478330E-06,-2.222820E-01
1,+1.259000E-06,+4.803280E-01,+1.556000E-06,-4.791380E-01
2,+1.585000E-06,+4.871240E-01,+1.883030E-06,-4.860480E-01
3,+1.996000E-06,+4.940260E-01,+2.293030E-06,-4.929780E-01
4,+2.513000E-06,+5.010560E-01,+2.830670E-06,-4.998800E-01
5,+3.163000E-06,+5.080700E-01,+3.475140E-06,-5.068820E-01
6,+3.983000E-06,+5.151080E-01,+4.306060E-06,-5.138440E-01
7,+5.014000E-06,+5.222260E-01,+5.349870E-06,-5.208180E-01
8,+6.313000E-06,+5.292500E-01,+6.625570E-06,-5.277840E-01
9,+7.948000E-06,+5.373180E-01,+8.258690E-06,-5.347940E-01
10,+1.001000E-05,+4.694640E-01,+1.034200E-05,-4.686700E-01
11,+1.260000E-05,+5.508500E-01,+1.291530E-05,-5.490120E-01
12,+1.586000E-05,+5.581460E-01,+1.620230E-05,-5.561620E-01
13,+1.997000E-05,+5.655460E-01,+2.034160E-05,-5.633980E-01
14,+2.514000E-05,+5.716520E-01,+2.554240E-05,-5.694020E-01
15,+3.166000E-05,+5.805160E-01,+3.210680E-05,-5.780120E-01
16,+3.986000E-05,+5.880960E-01,+4.028980E-05,-5.853800E-01
17,+5.018000E-05,+5.959160E-01,+5.056070E-05,-5.928400E-01
18,+6.318000E-05,+6.037660E-01,+6.356030E-05,-6.004200E-01
19,+7.954000E-05,+6.118200E-01,+7.987340E-05,-6.081040E-01
20,+1.001000E-04,+6.201600E-01,+1.003423E-04,-6.158660E-01
21,+1.261000E-04,+6.188480E-01,+1.264100E-04,-6.144100E-01
22,+1.587000E-04,+6.377840E-01,+1.589540E-04,-6.320800E-01
23,+1.999000E-04,+6.473260E-01,+2.000650E-04,-6.404480E-01
24,+2.516000E-04,+6.573360E-01,+2.518920E-04,-6.489160E-01
25,+3.168000E-04,+6.678660E-01,+3.171460E-04,-6.575160E-01
26,+3.989000E-04,+6.790120E-01,+3.991280E-04,-6.662720E-01
27,+5.022000E-04,+6.908760E-01,+5.024480E-04,-6.751160E-01
28,+6.322000E-04,+7.036460E-01,+6.328310E-04,-6.840820E-01
29,+7.960000E-04,+7.174460E-01,+7.962600E-04,-6.930760E-01
30,+1.002000E-03,+7.326420E-01,+1.002020E-03,-7.020900E-01
31,+1.262000E-03,+7.492740E-01,+1.261650E-03,-7.111740E-01
32,+1.589000E-03,+7.678440E-01,+1.588740E-03,-7.202520E-01
33,+2.000000E-03,+7.889240E-01,+2.000400E-03,-7.293280E-01
