,I2,V2,If,Vf
0,+1.000000E-06,+2.242940E-01,+2.517400E-06,-2.101320E-01
1,+1.259000E-06,+6.969440E-01,+2.746450E-06,-6.949000E-01
2,+1.585000E-06,+7.011020E-01,+3.042000E-06,-6.990660E-01
3,+1.996000E-06,+7.055500E-01,+3.438700E-06,-7.033600E-01
4,+2.513000E-06,+7.099900E-01,+4.073290E-06,-7.077540E-01
5,+3.163000E-06,+7.144480E-01,+4.685400E-06,-7.122260E-01
6,+3.983000E-06,+7.189360E-01,+5.523200E-06,-7.166040E-01
7,+5.014000E-06,+7.235380E-01,+6.463300E-06,-7.213360E-01
8,+6.313000E-06,+7.283300E-01,+7.784200E-06,-7.259280E-01
9,+7.948000E-06,+7.323360E-01,+8.781700E-06,-7.300220E-01
10,+1.001000E-05,+7.323120E-01,+1.085230E-05,-7.294580E-01
11,+1.260000E-05,+7.380060E-01,+1.344260E-05,-7.351600E-01
12,+1.586000E-05,+7.474800E-01,+1.680180E-05,-7.445480E-01
13,+1.997000E-05,+7.525840E-01,+2.083480E-05,-7.494440E-01
14,+2.514000E-05,+7.576660E-01,+2.623810E-05,-7.544200E-01
15,+3.166000E-05,+7.627500E-01,+3.259200E-05,-7.591960E-01
16,+3.986000E-05,+7.679760E-01,+4.076090E-05,-7.640860E-01
17,+5.018000E-05,+7.718520E-01,+5.107250E-05,-7.678080E-01
18,+6.318000E-05,+7.783700E-01,+6.404030E-05,-7.739900E-01
19,+7.954000E-05,+7.828660E-01,+8.033790E-05,-7.782980E-01
20,+1.001000E-04,+7.520040E-01,+1.002480E-04,-7.485480E-01
21,+1.261000E-04,+7.940860E-01,+1.267900E-04,-7.887740E-01
22,+1.587000E-04,+8.002860E-01,+1.594500E-04,-7.940520E-01
23,+1.999000E-04,+8.067920E-01,+2.006100E-04,-7.993860E-01
24,+2.516000E-04,+8.136180E-01,+2.523500E-04,-8.047400E-01
25,+3.168000E-04,+8.209160E-01,+3.175900E-04,-8.102240E-01
26,+3.989000E-04,+8.288020E-01,+3.996400E-04,-8.156940E-01
27,+5.022000E-04,+8.373380E-01,+5.028400E-04,-8.212940E-01
28,+6.322000E-04,+8.467620E-01,+6.330600E-04,-8.270560E-01
29,+7.960000E-04,+8.571640E-01,+7.968300E-04,-8.328720E-01
30,+1.002000E-03,+8.690780E-01,+1.002390E-03,-8.387920E-01
31,+1.262000E-03,+8.824560E-01,+1.262060E-03,-8.448720E-01
32,+1.589000E-03,+8.968840E-01,+1.589150E-03,-8.511900E-01
33,+2.000000E-03,+9.155160E-01,+2.000910E-03,-8.572300E-01
