,I2,V2,If,Vf
0,+1.000000E-06,+2.391200E-02,+2.311200E-06,-2.358800E-02
1,+1.259000E-06,+8.879200E-02,+2.470010E-06,-9.384000E-02
2,+1.585000E-06,+7.316000E-02,+2.762770E-06,-6.704200E-02
3,+1.996000E-06,+1.142080E-01,+3.062300E-06,-1.169120E-01
4,+2.513000E-06,+1.302360E-01,+3.490370E-06,-1.346500E-01
5,+3.163000E-06,+1.498120E-01,+4.047230E-06,-1.518220E-01
6,+3.983000E-06,+1.361420E-01,+4.798890E-06,-1.329660E-01
7,+5.014000E-06,+1.792160E-01,+5.789900E-06,-1.804160E-01
8,+6.313000E-06,+1.725780E-01,+6.956350E-06,-1.698000E-01
9,+7.948000E-06,+2.110500E-01,+8.407880E-06,-2.104680E-01
10,+1.001000E-05,+2.316580E-01,+1.053670E-05,-2.309240E-01
11,+1.260000E-05,+2.542320E-01,+1.303190E-05,-2.539160E-01
12,+1.586000E-05,+2.848000E-01,+1.616400E-05,-2.885560E-01
13,+1.997000E-05,+3.252640E-01,+2.019400E-05,-3.322580E-01
14,+2.514000E-05,+3.689960E-01,+2.526210E-05,-3.725640E-01
15,+3.166000E-05,+4.005680E-01,+3.167550E-05,-4.007360E-01
16,+3.986000E-05,+4.225560E-01,+3.966970E-05,-4.209780E-01
17,+5.018000E-05,+4.399220E-01,+4.999410E-05,-4.367760E-01
18,+6.318000E-05,+4.542260E-01,+6.284020E-05,-4.504600E-01
19,+7.954000E-05,+4.671460E-01,+7.877880E-05,-4.630740E-01
20,+1.001000E-04,+4.801660E-01,+9.919620E-05,-4.750040E-01
21,+1.261000E-04,+4.879340E-01,+1.244860E-04,-4.826800E-01
22,+1.587000E-04,+5.047000E-01,+1.569560E-04,-4.981300E-01
23,+1.999000E-04,+5.173260E-01,+1.980240E-04,-5.093240E-01
24,+2.516000E-04,+5.301460E-01,+2.498180E-04,-5.206640E-01
25,+3.168000E-04,+5.434460E-01,+3.147380E-04,-5.319600E-01
26,+3.989000E-04,+5.573320E-01,+3.968150E-04,-5.433000E-01
27,+5.022000E-04,+5.717940E-01,+4.999160E-04,-5.547440E-01
28,+6.322000E-04,+5.872100E-01,+6.307900E-04,-5.661200E-01
29,+7.960000E-04,+6.036080E-01,+7.944200E-04,-5.774980E-01
30,+1.002000E-03,+6.216500E-01,+1.000150E-03,-5.889520E-01
31,+1.262000E-03,+6.408340E-01,+1.259710E-03,-6.003040E-01
32,+1.589000E-03,+6.620260E-01,+1.586510E-03,-6.116800E-01
33,+2.000000E-03,+6.858520E-01,+1.997870E-03,-6.231040E-01
