,I2,V2,If,Vf
0,+1.000000E-06,+2.831200E-02,+3.199100E-06,-2.767800E-02
1,+1.259000E-06,+9.456800E-02,+3.263910E-06,-1.007540E-01
2,+1.585000E-06,+1.140160E-01,+3.708200E-06,-1.136020E-01
3,+1.996000E-06,+1.249100E-01,+3.956030E-06,-1.248860E-01
4,+2.513000E-06,+9.821800E-02,+4.480600E-06,-9.419400E-02
5,+3.163000E-06,+1.436880E-01,+5.119400E-06,-1.435880E-01
6,+3.983000E-06,+1.616320E-01,+5.950600E-06,-1.620540E-01
7,+5.014000E-06,+1.810320E-01,+6.897300E-06,-1.838420E-01
8,+6.313000E-06,+2.087360E-01,+8.249600E-06,-2.113260E-01
9,+7.948000E-06,+2.378040E-01,+9.513100E-06,-2.398040E-01
10,+1.001000E-05,+2.695780E-01,+1.155930E-05,-2.728100E-01
11,+1.260000E-05,+3.054640E-01,+1.414460E-05,-3.087420E-01
12,+1.586000E-05,+3.417420E-01,+1.736320E-05,-3.446140E-01
13,+1.997000E-05,+3.725900E-01,+2.124900E-05,-3.728640E-01
14,+2.514000E-05,+3.936220E-01,+2.712130E-05,-3.922100E-01
15,+3.166000E-05,+4.143800E-01,+3.334970E-05,-4.113720E-01
16,+3.986000E-05,+4.292060E-01,+4.103200E-05,-4.255020E-01
17,+5.018000E-05,+4.415580E-01,+5.188130E-05,-4.374560E-01
18,+6.318000E-05,+4.540180E-01,+6.439160E-05,-4.497180E-01
19,+7.954000E-05,+4.658380E-01,+8.064450E-05,-4.612740E-01
20,+1.001000E-04,+4.777540E-01,+1.011407E-04,-4.726640E-01
21,+1.261000E-04,+4.840520E-01,+1.264500E-04,-4.784140E-01
22,+1.587000E-04,+5.019600E-01,+1.590450E-04,-4.951340E-01
23,+1.999000E-04,+5.145620E-01,+2.000560E-04,-5.061680E-01
24,+2.516000E-04,+5.273440E-01,+2.520630E-04,-5.176000E-01
25,+3.168000E-04,+5.408340E-01,+3.175200E-04,-5.288140E-01
26,+3.989000E-04,+5.547600E-01,+3.992620E-04,-5.403600E-01
27,+5.022000E-04,+5.692360E-01,+5.022770E-04,-5.517080E-01
28,+6.322000E-04,+5.846760E-01,+6.325180E-04,-5.638720E-01
29,+7.960000E-04,+6.016800E-01,+7.961650E-04,-5.751940E-01
30,+1.002000E-03,+6.192200E-01,+1.002650E-03,-5.860200E-01
31,+1.262000E-03,+6.383680E-01,+1.262120E-03,-5.973800E-01
32,+1.589000E-03,+6.596780E-01,+1.589130E-03,-6.088520E-01
33,+2.000000E-03,+6.834500E-01,+2.000720E-03,-6.202160E-01
