,I2,V2,If,Vf
0,+1.000000E-06,+2.052164E+00,+1.451900E-06,-2.047548E+00
1,+1.259000E-06,+2.045844E+00,+1.563250E-06,-2.044198E+00
2,+1.585000E-06,+2.040458E+00,+1.895940E-06,-2.039238E+00
3,+1.996000E-06,+2.035768E+00,+2.328900E-06,-2.034392E+00
4,+2.513000E-06,+2.029306E+00,+2.833240E-06,-2.027712E+00
5,+3.163000E-06,+2.023806E+00,+3.469920E-06,-2.022400E+00
6,+3.983000E-06,+2.021718E+00,+4.286250E-06,-2.020436E+00
7,+5.014000E-06,+2.021572E+00,+5.315940E-06,-2.020230E+00
8,+6.313000E-06,+2.022946E+00,+6.625770E-06,-2.021548E+00
9,+7.948000E-06,+2.025710E+00,+8.245200E-06,-2.024260E+00
10,+1.001000E-05,+1.962876E+00,+1.034460E-05,-1.960372E+00
11,+1.260000E-05,+2.034790E+00,+1.288420E-05,-2.032994E+00
12,+1.586000E-05,+2.040414E+00,+1.614890E-05,-2.038620E+00
13,+1.997000E-05,+2.047042E+00,+2.029030E-05,-2.045106E+00
14,+2.514000E-05,+2.054428E+00,+2.549690E-05,-2.052426E+00
15,+3.166000E-05,+2.063038E+00,+3.198080E-05,-2.060694E+00
16,+3.986000E-05,+2.072912E+00,+4.021690E-05,-2.070480E+00
17,+5.018000E-05,+2.084202E+00,+5.054580E-05,-2.081568E+00
18,+6.318000E-05,+2.096958E+00,+6.346730E-05,-2.093950E+00
19,+7.954000E-05,+2.110434E+00,+7.979210E-05,-2.107196E+00
20,+1.001000E-04,+2.124160E+00,+1.002387E-04,-2.120416E+00
21,+1.261000E-04,+2.102776E+00,+1.260920E-04,-2.099242E+00
22,+1.587000E-04,+2.155396E+00,+1.586600E-04,-2.150388E+00
23,+1.999000E-04,+2.166578E+00,+1.997930E-04,-2.160628E+00
24,+2.516000E-04,+2.183050E+00,+2.514950E-04,-2.175790E+00
25,+3.168000E-04,+2.200900E+00,+3.166640E-04,-2.191956E+00
26,+3.989000E-04,+2.220040E+00,+3.987960E-04,-2.208992E+00
27,+5.022000E-04,+2.240640E+00,+5.019690E-04,-2.226874E+00
28,+6.322000E-04,+2.263020E+00,+6.322530E-04,-2.245828E+00
29,+7.960000E-04,+2.287460E+00,+7.961570E-04,-2.265950E+00
30,+1.002000E-03,+2.314516E+00,+1.001970E-03,-2.287314E+00
31,+1.262000E-03,+2.344280E+00,+1.261610E-03,-2.310226E+00
32,+1.589000E-03,+2.377440E+00,+1.588670E-03,-2.334580E+00
33,+2.000000E-03,+2.414220E+00,+2.000360E-03,-2.360248E+00
