,I2,V2,If,Vf
0,+1.000000E-06,+2.580400E-02,+3.080500E-06,-2.719000E-02
1,+1.259000E-06,+8.640600E-02,+3.345800E-06,-9.663200E-02
2,+1.585000E-06,+1.095220E-01,+3.635640E-06,-1.105840E-01
3,+1.996000E-06,+8.804400E-02,+4.127800E-06,-8.183200E-02
4,+2.513000E-06,+1.290220E-01,+4.512200E-06,-1.321340E-01
5,+3.163000E-06,+1.493020E-01,+5.252900E-06,-1.527160E-01
6,+3.983000E-06,+1.685740E-01,+5.962800E-06,-1.700280E-01
7,+5.014000E-06,+1.846640E-01,+7.092900E-06,-1.839080E-01
8,+6.313000E-06,+1.996340E-01,+7.941900E-06,-1.989980E-01
9,+7.948000E-06,+1.909420E-01,+9.775100E-06,-1.885620E-01
10,+1.001000E-05,+2.364140E-01,+1.186790E-05,-2.383040E-01
11,+1.260000E-05,+2.643560E-01,+1.455360E-05,-2.681860E-01
12,+1.586000E-05,+3.063000E-01,+1.776540E-05,-3.131060E-01
13,+1.997000E-05,+3.478900E-01,+2.169240E-05,-3.524760E-01
14,+2.514000E-05,+3.847980E-01,+2.694420E-05,-3.858280E-01
15,+3.166000E-05,+4.087500E-01,+3.350060E-05,-4.069700E-01
16,+3.986000E-05,+4.263320E-01,+4.149260E-05,-4.234320E-01
17,+5.018000E-05,+4.400660E-01,+5.174470E-05,-4.365520E-01
18,+6.318000E-05,+4.540780E-01,+6.469350E-05,-4.498480E-01
19,+7.954000E-05,+4.662300E-01,+8.096770E-05,-4.618000E-01
20,+1.001000E-04,+4.714220E-01,+1.008750E-04,-4.667280E-01
21,+1.261000E-04,+4.902080E-01,+1.268710E-04,-4.845640E-01
22,+1.587000E-04,+5.027140E-01,+1.595000E-04,-4.959760E-01
23,+1.999000E-04,+5.153140E-01,+2.005950E-04,-5.073460E-01
24,+2.516000E-04,+5.282220E-01,+2.523360E-04,-5.185800E-01
25,+3.168000E-04,+5.416360E-01,+3.174710E-04,-5.299600E-01
26,+3.989000E-04,+5.555320E-01,+3.994340E-04,-5.413680E-01
27,+5.022000E-04,+5.700700E-01,+5.031100E-04,-5.527360E-01
28,+6.322000E-04,+5.854960E-01,+6.331500E-04,-5.642480E-01
29,+7.960000E-04,+6.025840E-01,+7.968600E-04,-5.761720E-01
30,+1.002000E-03,+6.199280E-01,+1.002770E-03,-5.870860E-01
31,+1.262000E-03,+6.391680E-01,+1.262360E-03,-5.985140E-01
32,+1.589000E-03,+6.604280E-01,+1.589510E-03,-6.099520E-01
33,+2.000000E-03,+6.842500E-01,+2.001010E-03,-6.212500E-01
