,I2,V2,If,Vf
0,+1.000000E-06,+2.537840E-01,+1.873700E-06,-2.550980E-01
1,+1.259000E-06,+6.949640E-01,+2.105760E-06,-6.926840E-01
2,+1.585000E-06,+7.026120E-01,+2.419100E-06,-6.987480E-01
3,+1.996000E-06,+6.931620E-01,+2.937090E-06,-6.911700E-01
4,+2.513000E-06,+6.988320E-01,+3.294450E-06,-6.967720E-01
5,+3.163000E-06,+7.048440E-01,+3.832800E-06,-7.024840E-01
6,+3.983000E-06,+7.182720E-01,+4.715000E-06,-7.159600E-01
7,+5.014000E-06,+7.231540E-01,+5.774100E-06,-7.207080E-01
8,+6.313000E-06,+7.279480E-01,+7.062000E-06,-7.255260E-01
9,+7.948000E-06,+7.328620E-01,+8.651100E-06,-7.303460E-01
10,+1.001000E-05,+7.379940E-01,+1.085600E-05,-7.352920E-01
11,+1.260000E-05,+7.429160E-01,+1.341990E-05,-7.400600E-01
12,+1.586000E-05,+7.480600E-01,+1.667830E-05,-7.449540E-01
13,+1.997000E-05,+7.531140E-01,+2.084330E-05,-7.498560E-01
14,+2.514000E-05,+7.581920E-01,+2.601040E-05,-7.547820E-01
15,+3.166000E-05,+7.632680E-01,+3.260190E-05,-7.596280E-01
16,+3.986000E-05,+7.667100E-01,+4.080030E-05,-7.629160E-01
17,+5.018000E-05,+7.735320E-01,+5.114740E-05,-7.694200E-01
18,+6.318000E-05,+7.787880E-01,+6.412960E-05,-7.743680E-01
19,+7.954000E-05,+7.833420E-01,+8.040280E-05,-7.786660E-01
20,+1.001000E-04,+7.512940E-01,+1.007600E-04,-7.478560E-01
21,+1.261000E-04,+7.945700E-01,+1.266700E-04,-7.891160E-01
22,+1.587000E-04,+8.007560E-01,+1.594600E-04,-7.944120E-01
23,+1.999000E-04,+8.072260E-01,+2.005000E-04,-7.997320E-01
24,+2.516000E-04,+8.140700E-01,+2.524000E-04,-8.050500E-01
25,+3.168000E-04,+8.213360E-01,+3.174900E-04,-8.104940E-01
26,+3.989000E-04,+8.291880E-01,+3.995800E-04,-8.160200E-01
27,+5.022000E-04,+8.377300E-01,+5.029700E-04,-8.216860E-01
28,+6.322000E-04,+8.471060E-01,+6.331600E-04,-8.273700E-01
29,+7.960000E-04,+8.575420E-01,+7.968700E-04,-8.332360E-01
30,+1.002000E-03,+8.694720E-01,+1.002490E-03,-8.391680E-01
31,+1.262000E-03,+8.827540E-01,+1.262120E-03,-8.451920E-01
32,+1.589000E-03,+8.972020E-01,+1.589190E-03,-8.514840E-01
33,+2.000000E-03,+9.158520E-01,+2.000910E-03,-8.575600E-01
