,I2,V2,If,Vf
0,+1.000000E-06,+2.088000E-02,+1.599700E-06,-2.324600E-02
1,+1.259000E-06,+5.002200E-02,+1.892370E-06,-5.463000E-02
2,+1.585000E-06,+5.247400E-02,+2.213580E-06,-5.091000E-02
3,+1.996000E-06,+7.219200E-02,+2.621740E-06,-7.413400E-02
4,+2.513000E-06,+7.257800E-02,+3.156300E-06,-7.072800E-02
5,+3.163000E-06,+9.182000E-02,+3.775500E-06,-9.262000E-02
6,+3.983000E-06,+1.066400E-01,+4.548580E-06,-1.071740E-01
7,+5.014000E-06,+1.100000E-01,+5.569070E-06,-1.090860E-01
8,+6.313000E-06,+1.246760E-01,+6.899000E-06,-1.240500E-01
9,+7.948000E-06,+1.528300E-01,+8.533200E-06,-1.531240E-01
10,+1.001000E-05,+1.748500E-01,+1.060020E-05,-1.752500E-01
11,+1.260000E-05,+2.017360E-01,+1.309600E-05,-2.024000E-01
12,+1.586000E-05,+2.356820E-01,+1.633170E-05,-2.392660E-01
13,+1.997000E-05,+2.806640E-01,+2.040590E-05,-2.873280E-01
14,+2.514000E-05,+3.337280E-01,+2.549180E-05,-3.412280E-01
15,+3.166000E-05,+3.786420E-01,+3.193980E-05,-3.820300E-01
16,+3.986000E-05,+4.075840E-01,+4.013640E-05,-4.074980E-01
17,+5.018000E-05,+4.268320E-01,+5.037640E-05,-4.251940E-01
18,+6.318000E-05,+4.435320E-01,+6.334010E-05,-4.409600E-01
19,+7.954000E-05,+4.577280E-01,+7.959510E-05,-4.544660E-01
20,+1.001000E-04,+4.710840E-01,+9.998420E-05,-4.671520E-01
21,+1.261000E-04,+4.804160E-01,+1.256990E-04,-4.760640E-01
22,+1.587000E-04,+4.970240E-01,+1.582840E-04,-4.913380E-01
23,+1.999000E-04,+5.100960E-01,+1.993840E-04,-5.031160E-01
24,+2.516000E-04,+5.234240E-01,+2.511070E-04,-5.148300E-01
25,+3.168000E-04,+5.371340E-01,+3.162310E-04,-5.264960E-01
26,+3.989000E-04,+5.512980E-01,+3.981330E-04,-5.381760E-01
27,+5.022000E-04,+5.660900E-01,+5.015020E-04,-5.498400E-01
28,+6.322000E-04,+5.816520E-01,+6.317580E-04,-5.614980E-01
29,+7.960000E-04,+5.981580E-01,+7.955360E-04,-5.731180E-01
30,+1.002000E-03,+6.161960E-01,+1.001442E-03,-5.846700E-01
31,+1.262000E-03,+6.357320E-01,+1.260890E-03,-5.965580E-01
32,+1.589000E-03,+6.568200E-01,+1.587760E-03,-6.076920E-01
33,+2.000000E-03,+6.806480E-01,+1.999290E-03,-6.191140E-01
