,I2,V2,If,Vf
0,+1.000000E-06,+2.179040E-01,+2.271400E-06,-2.115620E-01
1,+1.259000E-06,+6.382980E-01,+2.540700E-06,-6.363100E-01
2,+1.585000E-06,+6.430220E-01,+2.892500E-06,-6.409600E-01
3,+1.996000E-06,+6.478460E-01,+3.273900E-06,-6.457540E-01
4,+2.513000E-06,+6.513280E-01,+3.181900E-06,-6.490160E-01
5,+3.163000E-06,+6.562560E-01,+3.821270E-06,-6.542820E-01
6,+3.983000E-06,+6.617380E-01,+4.678310E-06,-6.596820E-01
7,+5.014000E-06,+6.672020E-01,+5.663900E-06,-6.651260E-01
8,+6.313000E-06,+6.726440E-01,+6.973200E-06,-6.704780E-01
9,+7.948000E-06,+6.781460E-01,+8.585000E-06,-6.759640E-01
10,+1.001000E-05,+6.840580E-01,+1.074140E-05,-6.813840E-01
11,+1.260000E-05,+6.895640E-01,+1.333560E-05,-6.869640E-01
12,+1.586000E-05,+6.922020E-01,+1.665600E-05,-6.894740E-01
13,+1.997000E-05,+7.010540E-01,+2.078770E-05,-6.981320E-01
14,+2.514000E-05,+7.068380E-01,+2.600210E-05,-7.037280E-01
15,+3.166000E-05,+7.125820E-01,+3.251690E-05,-7.093240E-01
16,+3.986000E-05,+7.184620E-01,+4.079120E-05,-7.149920E-01
17,+5.018000E-05,+7.233960E-01,+5.104910E-05,-7.197420E-01
18,+6.318000E-05,+7.296760E-01,+6.396500E-05,-7.257140E-01
19,+7.954000E-05,+7.364900E-01,+8.034220E-05,-7.321100E-01
20,+1.001000E-04,+7.420780E-01,+9.984500E-05,-7.376580E-01
21,+1.261000E-04,+7.489160E-01,+1.258420E-04,-7.437240E-01
22,+1.587000E-04,+7.559860E-01,+1.584840E-04,-7.498300E-01
23,+1.999000E-04,+7.633480E-01,+1.996750E-04,-7.560360E-01
24,+2.516000E-04,+7.710940E-01,+2.514740E-04,-7.623040E-01
25,+3.168000E-04,+7.793520E-01,+3.165530E-04,-7.686900E-01
26,+3.989000E-04,+7.881220E-01,+3.987780E-04,-7.751660E-01
27,+5.022000E-04,+7.976600E-01,+5.021270E-04,-7.817100E-01
28,+6.322000E-04,+8.080000E-01,+6.330000E-04,-7.883520E-01
29,+7.960000E-04,+8.193900E-01,+7.968700E-04,-7.950700E-01
30,+1.002000E-03,+8.314760E-01,+1.002440E-03,-8.019540E-01
31,+1.262000E-03,+8.463180E-01,+1.262070E-03,-8.087120E-01
32,+1.589000E-03,+8.625200E-01,+1.589160E-03,-8.155220E-01
33,+2.000000E-03,+8.810880E-01,+2.000840E-03,-8.224500E-01
