,I2,V2,If,Vf
0,+1.000000E-06,+3.066360E-01,+1.901910E-06,-2.938300E-01
1,+1.259000E-06,+8.331640E-01,+2.092300E-06,-8.311260E-01
2,+1.585000E-06,+8.361260E-01,+2.343400E-06,-8.339480E-01
3,+1.996000E-06,+8.391980E-01,+2.753700E-06,-8.371320E-01
4,+2.513000E-06,+8.423180E-01,+3.256900E-06,-8.402060E-01
5,+3.163000E-06,+8.325220E-01,+3.808390E-06,-8.300180E-01
6,+3.983000E-06,+8.371900E-01,+4.655770E-06,-8.348940E-01
7,+5.014000E-06,+8.520600E-01,+5.749990E-06,-8.496680E-01
8,+6.313000E-06,+8.553060E-01,+7.036860E-06,-8.529000E-01
9,+7.948000E-06,+8.585880E-01,+8.638800E-06,-8.561160E-01
10,+1.001000E-05,+8.620380E-01,+1.074820E-05,-8.591960E-01
11,+1.260000E-05,+8.652860E-01,+1.336090E-05,-8.624660E-01
12,+1.586000E-05,+8.687140E-01,+1.586900E-05,-8.657420E-01
13,+1.997000E-05,+8.675200E-01,+2.088930E-05,-8.642300E-01
14,+2.514000E-05,+8.757240E-01,+2.605130E-05,-8.723360E-01
15,+3.166000E-05,+8.791900E-01,+3.256310E-05,-8.755980E-01
16,+3.986000E-05,+8.799980E-01,+4.077800E-05,-8.761980E-01
17,+5.018000E-05,+8.862440E-01,+5.108600E-05,-8.821740E-01
18,+6.318000E-05,+8.897960E-01,+6.405040E-05,-8.854820E-01
19,+7.954000E-05,+8.934160E-01,+8.034520E-05,-8.888160E-01
20,+1.001000E-04,+8.961600E-01,+9.997000E-05,-8.915620E-01
21,+1.261000E-04,+9.005180E-01,+1.266500E-04,-8.952280E-01
22,+1.587000E-04,+9.050740E-01,+1.593200E-04,-8.988700E-01
23,+1.999000E-04,+9.098140E-01,+2.003900E-04,-9.024820E-01
24,+2.516000E-04,+9.148680E-01,+2.522000E-04,-9.061320E-01
25,+3.168000E-04,+9.203940E-01,+3.174000E-04,-9.098140E-01
26,+3.989000E-04,+9.264140E-01,+3.994200E-04,-9.136160E-01
27,+5.022000E-04,+9.331620E-01,+5.026900E-04,-9.175240E-01
28,+6.322000E-04,+9.408000E-01,+6.329300E-04,-9.215940E-01
29,+7.960000E-04,+9.495040E-01,+7.966500E-04,-9.258340E-01
30,+1.002000E-03,+9.597820E-01,+1.002360E-03,-9.302420E-01
31,+1.262000E-03,+9.715140E-01,+1.262030E-03,-9.349480E-01
32,+1.589000E-03,+9.775780E-01,+1.589080E-03,-9.330820E-01
33,+2.000000E-03,+1.001746E+00,+2.000810E-03,-9.449260E-01
