,I2,V2,If,Vf
0,+1.000000E-06,+2.889400E-02,+2.627000E-06,-2.856400E-02
1,+1.259000E-06,+7.861400E-02,+2.860350E-06,-8.046000E-02
2,+1.585000E-06,+5.967400E-02,+3.303460E-06,-5.480600E-02
3,+1.996000E-06,+7.010000E-02,+3.697700E-06,-6.573200E-02
4,+2.513000E-06,+1.102600E-01,+4.097900E-06,-1.103140E-01
5,+3.163000E-06,+1.236860E-01,+4.764280E-06,-1.226960E-01
6,+3.983000E-06,+1.377800E-01,+5.570650E-06,-1.370220E-01
7,+5.014000E-06,+1.271480E-01,+6.633600E-06,-1.252480E-01
8,+6.313000E-06,+1.659340E-01,+7.844300E-06,-1.664320E-01
9,+7.948000E-06,+1.890420E-01,+9.415100E-06,-1.903940E-01
10,+1.001000E-05,+2.167200E-01,+1.181650E-05,-2.180740E-01
11,+1.260000E-05,+2.557640E-01,+1.407570E-05,-2.608040E-01
12,+1.586000E-05,+3.012440E-01,+1.707010E-05,-3.080760E-01
13,+1.997000E-05,+3.481480E-01,+2.044700E-05,-3.534620E-01
14,+2.514000E-05,+3.803380E-01,+2.640290E-05,-3.813080E-01
15,+3.166000E-05,+4.059700E-01,+3.296190E-05,-4.045840E-01
16,+3.986000E-05,+4.234980E-01,+4.098190E-05,-4.207700E-01
17,+5.018000E-05,+4.380260E-01,+5.117570E-05,-4.345700E-01
18,+6.318000E-05,+4.509760E-01,+6.406350E-05,-4.471880E-01
19,+7.954000E-05,+4.627580E-01,+8.021530E-05,-4.587880E-01
20,+1.001000E-04,+4.759460E-01,+1.006363E-04,-4.708180E-01
21,+1.261000E-04,+4.839620E-01,+1.259360E-04,-4.782560E-01
22,+1.587000E-04,+5.002420E-01,+1.585120E-04,-4.935500E-01
23,+1.999000E-04,+5.128820E-01,+1.995630E-04,-5.049320E-01
24,+2.516000E-04,+5.258940E-01,+2.511570E-04,-5.163240E-01
25,+3.168000E-04,+5.393060E-01,+3.164430E-04,-5.277720E-01
26,+3.989000E-04,+5.532520E-01,+3.984510E-04,-5.392480E-01
27,+5.022000E-04,+5.678600E-01,+5.015120E-04,-5.507260E-01
28,+6.322000E-04,+5.833040E-01,+6.316680E-04,-5.623140E-01
29,+7.960000E-04,+5.997860E-01,+7.951810E-04,-5.737740E-01
30,+1.002000E-03,+6.187540E-01,+1.002140E-03,-5.857140E-01
31,+1.262000E-03,+6.370760E-01,+1.260000E-03,-5.966860E-01
32,+1.589000E-03,+6.591640E-01,+1.588640E-03,-6.086180E-01
33,+2.000000E-03,+6.821200E-01,+2.000230E-03,-6.195380E-01
