,I2,V2,If,Vf
0,+1.000000E-06,+2.068980E-01,+1.581920E-06,-2.053180E-01
1,+1.259000E-06,+4.489420E-01,+1.639880E-06,-4.479900E-01
2,+1.585000E-06,+4.561620E-01,+1.948050E-06,-4.554420E-01
3,+1.996000E-06,+4.631100E-01,+2.351140E-06,-4.617300E-01
4,+2.513000E-06,+4.705220E-01,+2.860730E-06,-4.689640E-01
5,+3.163000E-06,+4.774340E-01,+3.501450E-06,-4.763160E-01
6,+3.983000E-06,+4.848900E-01,+4.324780E-06,-3.620800E-01
7,+5.014000E-06,+4.921100E-01,+5.347300E-06,-4.907780E-01
8,+6.313000E-06,+4.993960E-01,+6.635800E-06,-4.980700E-01
9,+7.948000E-06,+5.034360E-01,+8.308910E-06,-5.020100E-01
10,+1.001000E-05,+5.144580E-01,+1.041090E-05,-5.128860E-01
11,+1.260000E-05,+5.194760E-01,+1.298180E-05,-5.177680E-01
12,+1.586000E-05,+5.295240E-01,+1.634700E-05,-5.277740E-01
13,+1.997000E-05,+5.372220E-01,+2.042780E-05,-5.352420E-01
14,+2.514000E-05,+5.450260E-01,+2.556850E-05,-5.427900E-01
15,+3.166000E-05,+5.528260E-01,+3.207990E-05,-5.504460E-01
16,+3.986000E-05,+5.607400E-01,+4.028160E-05,-5.581700E-01
17,+5.018000E-05,+5.688360E-01,+5.051600E-05,-5.660360E-01
18,+6.318000E-05,+5.767220E-01,+6.355400E-05,-5.736620E-01
19,+7.954000E-05,+5.852760E-01,+7.997870E-05,-5.818120E-01
20,+1.001000E-04,+5.943240E-01,+1.005455E-04,-5.903580E-01
21,+1.261000E-04,+5.944860E-01,+1.265410E-04,-5.901900E-01
22,+1.587000E-04,+6.128140E-01,+1.591520E-04,-6.071960E-01
23,+1.999000E-04,+6.227880E-01,+2.002040E-04,-6.159740E-01
24,+2.516000E-04,+6.332320E-01,+2.519110E-04,-6.248780E-01
25,+3.168000E-04,+6.442300E-01,+3.170190E-04,-6.339320E-01
26,+3.989000E-04,+6.558320E-01,+3.990880E-04,-6.431300E-01
27,+5.022000E-04,+6.681620E-01,+5.024030E-04,-6.524200E-01
28,+6.322000E-04,+6.813800E-01,+6.326130E-04,-6.618100E-01
29,+7.960000E-04,+6.956360E-01,+7.964300E-04,-6.712500E-01
30,+1.002000E-03,+7.112340E-01,+1.002060E-03,-6.806920E-01
31,+1.262000E-03,+7.283580E-01,+1.261700E-03,-6.901820E-01
32,+1.589000E-03,+7.474660E-01,+1.588760E-03,-6.996920E-01
33,+2.000000E-03,+7.690380E-01,+2.000390E-03,-7.091900E-01
